"id","port_number","transport_protocol","service_name","description","registration_date","modification_date","reference","assignment_notes","traffic"
"5450",3096,"udp","ndl-aps","Active Print Server Port",,,,,5.29586487523318e-07
"5451",3098,"tcp","umm-port","Universal Message Manager",,,,,3.11695549404261e-06
"5452",3098,"udp","umm-port","Universal Message Manager",,,,,6.40636117129444e-08
"5453",3099,"tcp","chmd","CHIPSY Machine Daemon",,,,,1.91886618958933e-06
"5454",3099,"udp","chmd","CHIPSY Machine Daemon",,,,,3.69869636728493e-09
"5455",3100,"tcp","opcon-xps","OpCon/xps",,,,,1.02226869216106e-06
"5456",3100,"udp","opcon-xps","OpCon/xps",,,,,1.29635288241033e-08
"5457",3101,"tcp","hp-pxpib","HP PolicyXpert PIB Server",,,,,2.70297033625851e-06
"5458",3101,"udp","hp-pxpib","HP PolicyXpert PIB Server",,,,,2.52716691502214e-09
"5459",3102,"tcp","slslavemon","SoftlinK Slave Mon Port",,,,,1.52475495534059e-06
"5460",3102,"udp","slslavemon","SoftlinK Slave Mon Port",,,,,2.25423845482606e-07
"5461",3103,"tcp","autocuesmi","Autocue SMI Protocol",,,,,2.0727383273449e-06
"5462",3103,"udp","autocuesmi","Autocue SMI Protocol",,,,,7.5949261402249e-09
"5463",3104,"tcp","autocuelog","Autocue Logger Protocol",,,,,2.32359903982795e-06
"5464",3104,"udp","autocuetime","Autocue Time Service",,,,,7.75672261747601e-07
"5465",3105,"tcp","cardbox","Cardbox",,,,,9.06524512942828e-07
"5466",3105,"udp","cardbox","Cardbox",,,,,5.17188789988001e-09
"5467",3106,"tcp","cardbox-http","Cardbox HTTP",,,,,7.08957085372755e-06
"5468",3106,"udp","cardbox-http","Cardbox HTTP",,,,,2.16054802488949e-07
"5469",3107,"tcp","business","Business protocol",,,,,1.35462695618379e-06
"5470",3107,"udp","business","Business protocol",,,,,3.94343149763945e-08
"5471",3108,"tcp","geolocate","Geolocate protocol",,,,,2.39559918849828e-06
"5472",3108,"udp","geolocate","Geolocate protocol",,,,,1.89459340258396e-08
"5473",3109,"tcp","personnel","Personnel protocol",,,,,1.18154062208562e-06
"5474",3109,"udp","personnel","Personnel protocol",,,,,6.97748075599633e-07
"5475",3110,"tcp","sim-control","simulator control port",,,,,3.40526454536398e-06
"5476",3110,"udp","sim-control","simulator control port",,,,,6.96466932707608e-08
"5477",3111,"tcp","wsynch","Web Synchronous Services",,,,,3.93326560832563e-06
"5478",3111,"udp","wsynch","Web Synchronous Services",,,,,5.54820827526027e-09
"5479",3112,"tcp","ksysguard","KDE System Guard",,,,,8.08423185798012e-07
"5480",3112,"udp","ksysguard","KDE System Guard",,,,,1.82604202508937e-08
"5481",3113,"tcp","cs-auth-svr","CS-Authenticate Svr Port",,,,,1.37608966062962e-06
"5482",3113,"udp","cs-auth-svr","CS-Authenticate Svr Port",,,,,4.84956380894679e-08
"5483",3114,"tcp","ccmad","CCM AutoDiscover",,,,,7.68215518942954e-07
"5484",3114,"udp","ccmad","CCM AutoDiscover",,,,,6.52871072679471e-07
"5485",3115,"tcp","mctet-master","MCTET Master",,,,,1.23754195655478e-06
"5486",3115,"udp","mctet-master","MCTET Master",,,,,4.23276513582548e-09
"5487",3116,"tcp","mctet-gateway","MCTET Gateway",,,,,2.19693076391784e-06
"5488",3116,"udp","mctet-gateway","MCTET Gateway",,,,,1.61709948941214e-07
"5489",3117,"tcp","mctet-jserv","MCTET Jserv",,,,,2.9778080677424e-06
"5490",3117,"udp","mctet-jserv","MCTET Jserv",,,,,6.82885999430254e-09
"5491",3118,"tcp","pkagent","PKAgent",,,,,5.44795667461074e-06
"5492",3118,"udp","pkagent","PKAgent",,,,,3.89639349727338e-09
"5493",3119,"tcp","d2000kernel","D2000 Kernel Port",,,,,3.37535120956064e-06
"5494",3119,"udp","d2000kernel","D2000 Kernel Port",,,,,1.58157703988231e-09
"5495",3120,"tcp","d2000webserver","D2000 Webserver Port",,,,,2.12783434812441e-06
"5496",3120,"udp","d2000webserver","D2000 Webserver Port",,,,,5.61910091069209e-09
"5497",3121,"tcp","pcmk-remote","The pacemaker remote (pcmk-remote) service extends high availability functionality outside of the Linux cluster into remote nodes.",,2013-03-15,,"port 3121 previously noted ""Removed on 2003-09-17""",1.75612469549907e-06
"5498",3122,"tcp","vtr-emulator","MTI VTR Emulator port",,,,,1.62394873308568e-06
"5499",3122,"udp","vtr-emulator","MTI VTR Emulator port",,,,,9.06386084020679e-09
"5500",3123,"tcp","edix","EDI Translation Protocol",,,,,1.89436132334452e-06
"5501",3123,"udp","edix","EDI Translation Protocol",,,,,3.90842723561889e-09
"5502",3124,"tcp","beacon-port","Beacon Port",,,,,2.22681536610104e-06
"5503",3124,"udp","beacon-port","Beacon Port",,,,,2.52364684189926e-08
"5504",3125,"tcp","a13-an","A13-AN Interface",,,,,8.58777668082337e-07
"5505",3125,"udp","a13-an","A13-AN Interface",,,,,3.14527865727868e-07
"5506",3127,"tcp","ctx-bridge","CTX Bridge Port",,,,,1.06289361047431e-06
"5507",3127,"udp","ctx-bridge","CTX Bridge Port",,,,,2.51071261973015e-09
"5508",3128,"tcp","ndl-aas","Active API Server Port",,,,,0.000172223227477288
"5509",3128,"udp","ndl-aas","Active API Server Port",,,,,7.39960301305986e-09
"5510",3129,"tcp","netport-id","NetPort Discovery Port",,,,,1.91422935280397e-06
"5511",3129,"udp","netport-id","NetPort Discovery Port",,,,,5.69900657055864e-08
"5512",3130,"tcp","icpv2","ICPv2",,,,,3.47502854711808e-06
"5513",3130,"udp","icpv2","ICPv2",,,,,3.31132459954656e-10
"5514",3131,"tcp","netbookmark","Net Book Mark",,,,,1.36715579690842e-06
"5515",3131,"udp","netbookmark","Net Book Mark",,,,,4.09220779744644e-09
"5516",3132,"tcp","ms-rule-engine","Microsoft Business Rule Engine Update Service",,,,,9.66402921438173e-07
"5517",3132,"udp","ms-rule-engine","Microsoft Business Rule Engine Update Service",,,,,1.21785525179219e-08
"5518",3133,"tcp","prism-deploy","Prism Deploy User Port",,,,,1.0400484177754e-06
"5519",3133,"udp","prism-deploy","Prism Deploy User Port",,,,,6.84048442182262e-09
"5520",3134,"tcp","ecp","Extensible Code Protocol",,,,,1.19946696283859e-06
"5521",3134,"udp","ecp","Extensible Code Protocol",,,,,2.34707015064479e-09
"5522",3135,"tcp","peerbook-port","PeerBook Port",,,,,1.13351937524595e-06
"5523",3135,"udp","peerbook-port","PeerBook Port",,,,,2.86869587000959e-09
"5524",3136,"tcp","grubd","Grub Server Port",,,,,1.73370526792358e-06
"5525",3136,"udp","grubd","Grub Server Port",,,,,2.34024284603211e-08
"5526",3137,"tcp","rtnt-1","rtnt-1 data packets",,,,,2.77112967584202e-06
"5527",3137,"udp","rtnt-1","rtnt-1 data packets",,,,,6.3337576166011e-09
"5528",3138,"tcp","rtnt-2","rtnt-2 data packets",,,,,8.70438442402676e-06
"5529",3138,"udp","rtnt-2","rtnt-2 data packets",,,,,6.90666998273019e-08
"5530",3139,"tcp","incognitorv","Incognito Rendez-Vous",,,,,1.01124799811374e-06
"5531",3139,"udp","incognitorv","Incognito Rendez-Vous",,,,,3.38009373040183e-06
"5532",3140,"tcp","ariliamulti","Arilia Multiplexor",,,,,1.61614153834999e-06
"5533",3140,"udp","ariliamulti","Arilia Multiplexor",,,,,1.40924981364599e-07
"5534",3141,"tcp","vmodem","VMODEM",,,,,1.54828656229827e-06
"5535",3141,"udp","vmodem","VMODEM",,,,,4.86334939763888e-09
"5536",3142,"tcp","rdc-wh-eos","RDC WH EOS",,,,,1.87959535335768e-06
"5537",3142,"udp","rdc-wh-eos","RDC WH EOS",,,,,1.71647442812975e-07
"5538",3143,"tcp","seaview","Sea View",,,,,2.20272455868998e-06
"5539",3143,"udp","seaview","Sea View",,,,,5.51325313053814e-09
"5540",3144,"tcp","tarantella","Tarantella",,,,,3.79202717672886e-06
"5541",3144,"udp","tarantella","Tarantella",,,,,1.1076000126413e-07
"5542",3145,"tcp","csi-lfap","CSI-LFAP",,,,,1.30069133160202e-06
"5543",3145,"udp","csi-lfap","CSI-LFAP",,,,,1.30291004187699e-08
"5544",3146,"tcp","bears-02","bears-02",,,,,1.44354015572098e-06
"5545",3146,"udp","bears-02","bears-02",,,,,2.10492186472518e-09
"5546",3147,"tcp","rfio","RFIO",,,,,7.08657928274694e-07
"5547",3147,"udp","rfio","RFIO",,,,,1.25273672056492e-09
"5548",3148,"tcp","nm-game-admin","NetMike Game Administrator",,,,,2.24213235032471e-06
"5549",3148,"udp","nm-game-admin","NetMike Game Administrator",,,,,1.86899510339214e-09
"5550",3149,"tcp","nm-game-server","NetMike Game Server",,,,,8.12712599552452e-07
"5551",3149,"udp","nm-game-server","NetMike Game Server",,,,,9.5891335190511e-07
"5552",3150,"tcp","nm-asses-admin","NetMike Assessor Administrator",,,,,1.25182272948596e-06
"5553",3150,"udp","nm-asses-admin","NetMike Assessor Administrator",,,,,3.78721392697656e-08
"5554",3151,"tcp","nm-assessor","NetMike Assessor",,,,,1.29517152949824e-06
"5555",3151,"udp","nm-assessor","NetMike Assessor",,,,,1.12082402687639e-08
"5556",3152,"tcp","feitianrockey","FeiTian Port",,,,,1.00551248920353e-06
"5557",3152,"udp","feitianrockey","FeiTian Port",,,,,2.21969262093245e-09
"5558",3153,"tcp","s8-client-port","S8Cargo Client Port",,,,,9.30693334997733e-07
"5559",3153,"udp","s8-client-port","S8Cargo Client Port",,,,,3.14760026829586e-09
"5560",3154,"tcp","ccmrmi","ON RMI Registry",,,,,1.8241117970861e-06
"5561",3154,"udp","ccmrmi","ON RMI Registry",,,,,1.29898884414349e-09
"5562",3155,"tcp","jpegmpeg","JpegMpeg Port",,,,,8.00781434499048e-07
"5563",3155,"udp","jpegmpeg","JpegMpeg Port",,,,,4.13354819108817e-09
"5564",3156,"tcp","indura","Indura Collector",,,,,6.71070669341306e-07
"5565",3156,"udp","indura","Indura Collector",,,,,3.71487478707842e-07
"5566",3157,"tcp","e3consultants","CCC Listener Port",,,,,1.54970326893659e-06
"5567",3157,"udp","e3consultants","CCC Listener Port",,,,,1.97443357271899e-09
"5568",3158,"tcp","stvp","SmashTV Protocol",,,,,9.66780960919032e-07
"5569",3158,"udp","stvp","SmashTV Protocol",,,,,4.91222111051648e-09
"5570",3159,"tcp","navegaweb-port","NavegaWeb Tarification",,,,,2.88481944215172e-06
"5571",3159,"udp","navegaweb-port","NavegaWeb Tarification",,,,,2.34608780465821e-09
"5572",3160,"tcp","tip-app-server","TIP Application Server",,,,,4.36768069747403e-06
"5573",3160,"udp","tip-app-server","TIP Application Server",,,,,1.09363064338817e-06
"5574",3161,"tcp","doc1lm","DOC1 License Manager",,,,,1.32395058313466e-06
"5575",3161,"udp","doc1lm","DOC1 License Manager",,,,,4.42972550632038e-09
"5576",3162,"tcp","sflm","SFLM",,,,,1.4132737483973e-06
"5577",3162,"udp","sflm","SFLM",,,,,1.332364049069e-08
"5578",3163,"tcp","res-sap","RES-SAP",,,,,1.25055632178374e-06
"5579",3163,"udp","res-sap","RES-SAP",,,,,2.24719830858183e-09
"5580",3164,"tcp","imprs","IMPRS",,,,,1.31517594132561e-06
"5581",3164,"udp","imprs","IMPRS",,,,,1.40255921884943e-07
"5582",3165,"tcp","newgenpay","Newgenpay Engine Service",,,,,1.21629528636404e-06
"5583",3165,"udp","newgenpay","Newgenpay Engine Service",,,,,1.31230781849082e-08
"5584",3166,"tcp","sossecollector","Quest Spotlight Out-Of-Process Collector",2008-10-23,,,,1.14890946238352e-06
"5585",3166,"udp","sossecollector","Quest Spotlight Out-Of-Process Collector",2008-10-23,,,,2.73436005621932e-09
"5586",3167,"tcp","nowcontact","Now Contact Public Server",,,,,1.5763321309307e-06
"5587",3167,"udp","nowcontact","Now Contact Public Server",,,,,6.35160356870709e-09
"5588",3168,"tcp","poweronnud","Now Up-to-Date Public Server",,,,,1.25926809344959e-06
"5589",3168,"udp","poweronnud","Now Up-to-Date Public Server",,,,,1.17505853022491e-07
"5590",3169,"tcp","serverview-as","SERVERVIEW-AS",,,,,6.9524792319927e-06
"5591",3169,"udp","serverview-as","SERVERVIEW-AS",,,,,4.95117358478602e-07
"5592",3170,"tcp","serverview-asn","SERVERVIEW-ASN",,,,,4.0752256549124e-06
"5593",3170,"udp","serverview-asn","SERVERVIEW-ASN",,,,,4.49210447652778e-09
"5594",3171,"tcp","serverview-gf","SERVERVIEW-GF",,,,,1.64900649639711e-06
"5595",3171,"udp","serverview-gf","SERVERVIEW-GF",,,,,3.51467021895979e-09
"5596",3172,"tcp","serverview-rm","SERVERVIEW-RM",,,,,1.86966489963216e-06
"5597",3172,"udp","serverview-rm","SERVERVIEW-RM",,,,,4.9505326040285e-09
"5598",3173,"tcp","serverview-icc","SERVERVIEW-ICC",2009-05-15,,,,8.01045276258859e-07
"5599",3173,"udp","serverview-icc","SERVERVIEW-ICC",2009-05-15,,,,7.73785748140767e-09
"5600",3174,"tcp","armi-server","ARMI Server",,,,,8.43311612855066e-07
"5601",3174,"udp","armi-server","ARMI Server",,,,,2.23106409435917e-07
"5602",3175,"tcp","t1-e1-over-ip","T1_E1_Over_IP",,,,,1.1995214830409e-06
"5603",3175,"udp","t1-e1-over-ip","T1_E1_Over_IP",,,,,6.11330280457234e-09
"5604",3176,"tcp","ars-master","ARS Master",,,,,6.48307355180454e-06
"5605",3176,"udp","ars-master","ARS Master",,,,,2.63945601967691e-06
"5606",3177,"tcp","phonex-port","Phonex Protocol",,,,,3.71976678823401e-06
"5607",3177,"udp","phonex-port","Phonex Protocol",,,,,3.04961125604323e-09
"5608",3178,"tcp","radclientport","Radiance UltraEdge Port",,,,,1.46292871847636e-06
"5609",3178,"udp","radclientport","Radiance UltraEdge Port",,,,,1.07098634044371e-08
"5610",3179,"tcp","h2gf-w-2m","H2GF W.2m Handover prot.",,,,,1.51404681104163e-06
"5611",3179,"udp","h2gf-w-2m","H2GF W.2m Handover prot.",,,,,4.15049365937245e-09
"5612",3180,"tcp","mc-brk-srv","Millicent Broker Server",,,,,1.40921741260084e-05
"5613",3180,"udp","mc-brk-srv","Millicent Broker Server",,,,,1.88797239062835e-07
"5614",3181,"tcp","bmcpatrolagent","BMC Patrol Agent",,,,,1.04985171499905e-05
"5615",3181,"udp","bmcpatrolagent","BMC Patrol Agent",,,,,3.94821224811314e-09
"5616",3182,"tcp","bmcpatrolrnvu","BMC Patrol Rendezvous",,,,,5.89439625168136e-06
"5617",3182,"udp","bmcpatrolrnvu","BMC Patrol Rendezvous",,,,,5.43089979191587e-09
"5618",3183,"tcp","cops-tls","COPS/TLS",,,,,1.71788425834615e-06
"5619",3183,"udp","cops-tls","COPS/TLS",,,,,1.64354669925992e-09
"5620",3184,"tcp","apogeex-port","ApogeeX Port",,,,,1.16976769659837e-06
"5621",3184,"udp","apogeex-port","ApogeeX Port",,,,,2.94409092455133e-09
"5622",3185,"tcp","smpppd","SuSE Meta PPPD",,,,,1.2767880704124e-06
"5623",3185,"udp","smpppd","SuSE Meta PPPD",,,,,5.19047061147709e-09
"5624",3186,"tcp","iiw-port","IIW Monitor User Port",,,,,1.20106024616816e-06
"5625",3186,"udp","iiw-port","IIW Monitor User Port",,,,,1.17729254872483e-08
"5626",3187,"tcp","odi-port","Open Design Listen Port",,,,,5.50150574604643e-06
"5627",3187,"udp","odi-port","Open Design Listen Port",,,,,3.5059109672399e-09
"5628",3188,"tcp","brcm-comm-port","Broadcom Port",,,,,1.61781897598582e-06
"5629",3188,"udp","brcm-comm-port","Broadcom Port",,,,,7.1797277851471e-07
"5630",3189,"tcp","pcle-infex","Pinnacle Sys InfEx Port",,,,,9.16430981053817e-07
"5631",3189,"udp","pcle-infex","Pinnacle Sys InfEx Port",,,,,7.33640542118037e-09
"5632",3190,"tcp","csvr-proxy","ConServR Proxy",,,,,1.18212978409162e-05
"5633",3190,"udp","csvr-proxy","ConServR Proxy",,,,,5.67951355167987e-07
"5634",3191,"tcp","csvr-sslproxy","ConServR SSL Proxy",,,,,1.62142606858977e-06
"5635",3191,"udp","csvr-sslproxy","ConServR SSL Proxy",,,,,9.53018784807086e-07
"5636",3192,"tcp","firemonrcc","FireMon Revision Control",,,,,1.9288812887941e-06
"5637",3192,"udp","firemonrcc","FireMon Revision Control",,,,,2.7186507066354e-08
"5638",3193,"tcp","spandataport","SpanDataPort",,,,,4.42170203174322e-06
"5639",3193,"udp","spandataport","SpanDataPort",,,,,4.28270105685599e-09
"5640",3194,"tcp","magbind","Rockstorm MAG protocol",,,,,1.51247546677245e-06
"5641",3194,"udp","magbind","Rockstorm MAG protocol",,,,,2.39896257743522e-08
"5642",3195,"tcp","ncu-1","Network Control Unit",,,,,6.26176786442588e-06
"5643",3195,"udp","ncu-1","Network Control Unit",,,,,1.75263622117337e-08
"5644",3196,"tcp","ncu-2","Network Control Unit",,,,,4.7398158696363e-06
"5645",3196,"udp","ncu-2","Network Control Unit",,,,,3.22479629047831e-09
"5646",3197,"tcp","embrace-dp-s","Embrace Device Protocol Server",,,,,1.27885607244043e-06
"5647",3197,"udp","embrace-dp-s","Embrace Device Protocol Server",,,,,4.36564544031224e-07
"5648",3198,"tcp","embrace-dp-c","Embrace Device Protocol Client",,,,,3.68589508927403e-06
"5649",3198,"udp","embrace-dp-c","Embrace Device Protocol Client",,,,,3.87907964924132e-08
"5650",3199,"tcp","dmod-workspace","DMOD WorkSpace",,,,,1.63011500071141e-06
"5651",3199,"udp","dmod-workspace","DMOD WorkSpace",,,,,3.25385735927694e-09
"5652",3200,"tcp","tick-port","Press-sense Tick Port",,,,,1.61616282251305e-06
"5653",3200,"udp","tick-port","Press-sense Tick Port",,,,,1.8863498825062e-09
"5654",3201,"tcp","cpq-tasksmart","CPQ-TaskSmart",,,,,1.95834986745159e-06
"5655",3201,"udp","cpq-tasksmart","CPQ-TaskSmart",,,,,4.24463514984159e-09
"5656",3202,"tcp","intraintra","IntraIntra",,,,,2.16000249541773e-06
"5657",3202,"udp","intraintra","IntraIntra",,,,,4.41467924027849e-08
"5658",3203,"tcp","netwatcher-mon","Network Watcher Monitor",,,,,7.05971130136703e-07
"5659",3203,"udp","netwatcher-mon","Network Watcher Monitor",,,,,5.23148355645522e-09
"5660",3204,"tcp","netwatcher-db","Network Watcher DB Access",,,,,1.14962649309223e-06
"5661",3204,"udp","netwatcher-db","Network Watcher DB Access",,,,,4.92458229752602e-09
"5662",3205,"tcp","isns","iSNS Server Port",,,"[RFC4171]",,9.33638571992603e-07
"5663",3205,"udp","isns","iSNS Server Port",,,"[RFC4171]",,4.18585811492288e-09
"5664",3206,"tcp","ironmail","IronMail POP Proxy",,,,,2.81933584931384e-06
"5665",3206,"udp","ironmail","IronMail POP Proxy",,,,,2.49622301641601e-09
"5666",3207,"tcp","vx-auth-port","Veritas Authentication Port",,,,,1.92987304893065e-06
"5667",3207,"udp","vx-auth-port","Veritas Authentication Port",,,,,5.85011594208668e-09
"5668",3208,"tcp","pfu-prcallback","PFU PR Callback",,,,,2.024238023112e-06
"5669",3208,"udp","pfu-prcallback","PFU PR Callback",,,,,2.01486529632081e-08
"5670",3209,"tcp","netwkpathengine","HP OpenView Network Path Engine Server",,,,,1.15073269653633e-06
"5671",3209,"udp","netwkpathengine","HP OpenView Network Path Engine Server",,,,,3.85791827942712e-09
"5672",3210,"tcp","flamenco-proxy","Flamenco Networks Proxy",,,,,1.45833346767114e-06
"5673",3210,"udp","flamenco-proxy","Flamenco Networks Proxy",,,,,6.15791768483834e-09
"5674",3211,"tcp","avsecuremgmt","Avocent Secure Management",,,,,1.33505133837996e-06
"5675",3211,"udp","avsecuremgmt","Avocent Secure Management",,,,,3.33973077101838e-09
"5676",3212,"tcp","surveyinst","Survey Instrument",,,,,1.26158037217984e-06
"5677",3212,"udp","surveyinst","Survey Instrument",,,,,5.7146340579759e-09
"5678",3213,"tcp","neon24x7","NEON 24X7 Mission Control",,,,,1.75224524747008e-06
"5679",3213,"udp","neon24x7","NEON 24X7 Mission Control",,,,,3.09422613630803e-09
"5680",3214,"tcp","jmq-daemon-1","JMQ Daemon Port 1",,,,,1.39759575202323e-06
"5681",3214,"udp","jmq-daemon-1","JMQ Daemon Port 1",,,,,5.28859060319568e-08
"5682",3215,"tcp","jmq-daemon-2","JMQ Daemon Port 2",,,,,8.6040743737912e-06
"5683",3215,"udp","jmq-daemon-2","JMQ Daemon Port 2",,,,,1.92089571639554e-09
"5684",3216,"tcp","ferrari-foam","Ferrari electronic FOAM",,,,,6.20611968333923e-06
"5685",3216,"udp","ferrari-foam","Ferrari electronic FOAM",,,,,1.65306890636628e-07
"5686",3217,"tcp","unite","Unified IP & Telecom Environment",2009-03-26,,,,7.92142012615175e-06
"5687",3217,"udp","unite","Unified IP & Telecom Environment",2009-03-26,,,,5.50277477333674e-09
"5688",3218,"tcp","smartpackets","EMC SmartPackets",,,,,1.39223304341527e-06
"5689",3218,"udp","smartpackets","EMC SmartPackets",,,,,1.72366274489332e-06
"5690",3219,"tcp","wms-messenger","WMS Messenger",,,,,1.21066849040978e-06
"5691",3219,"udp","wms-messenger","WMS Messenger",,,,,3.25074659698401e-09
"5692",3220,"tcp","xnm-ssl","XML NM over SSL",,,,,1.0795582096685e-06
"5693",3220,"udp","xnm-ssl","XML NM over SSL",,,,,8.64202510074023e-09
"5694",3221,"tcp","xnm-clear-text","XML NM over TCP",,,,,3.24552862068466e-06
"5695",3221,"udp","xnm-clear-text","XML NM over TCP",,,,,2.63849946027076e-09
"5696",3222,"tcp","glbp","Gateway Load Balancing Pr",,,,,1.1629130500219e-06
"5697",3222,"udp","glbp","Gateway Load Balancing Pr",,,,,3.03258392559244e-09
"5698",3223,"tcp","digivote","DIGIVOTE (R) Vote-Server",,,,,1.42868994956571e-06
"5699",3223,"udp","digivote","DIGIVOTE (R) Vote-Server",,,,,1.4391368716937e-09
"5700",3224,"tcp","aes-discovery","AES Discovery Port",,,,,1.67035328401642e-06
"5701",3224,"udp","aes-discovery","AES Discovery Port",,,,,1.88806898798370e-09
"5702",3225,"tcp","fcip-port","FCIP",,,"[RFC3821]",,1.30751274213926e-06
"5703",3225,"udp","fcip-port","FCIP",,,"[RFC3821]",,1.74245256776928e-08
"5704",3226,"tcp","isi-irp","ISI Industry Software IRP",,,,,3.55923197068035e-06
"5705",3226,"udp","isi-irp","ISI Industry Software IRP",,,,,4.04587381170282e-09
"5706",3227,"tcp","dwnmshttp","DiamondWave NMS Server",,,,,1.42526246255314e-06
"5707",3227,"udp","dwnmshttp","DiamondWave NMS Server",,,,,3.31967454044006e-09
"5708",3228,"tcp","dwmsgserver","DiamondWave MSG Server",,,,,1.45809958746395e-06
"5709",3228,"udp","dwmsgserver","DiamondWave MSG Server",,,,,7.39950125837173e-06
"5710",3229,"tcp","global-cd-port","Global CD Port",,,,,1.25683498616287e-06
"5711",3229,"udp","global-cd-port","Global CD Port",,,,,3.58613588955076e-09
"5712",3230,"tcp","sftdst-port","Software Distributor Port",,2014-02-21,,,1.45479915053244e-06
"5713",3230,"udp","sftdst-port","Software Distributor Port",,2014-02-21,,,4.59050279960863e-09
"5714",3231,"tcp","vidigo","VidiGo communication (previous was: Delta Solutions Direct)",,,,,1.25958544850707e-05
"5715",3231,"udp","vidigo","VidiGo communication (previous was: Delta Solutions Direct)",,,,,1.98704034622625e-09
"5716",3232,"tcp","mdtp","MDT port",,2012-02-21,"[RFC6513]",,1.9131423869688e-06
"5717",3232,"udp","mdtp","MDT port",,2012-02-21,"[RFC6513]",,2.71782389876189e-09
"5718",3233,"tcp","whisker","WhiskerControl main port",,,,,1.40369816715977e-06
"5719",3233,"udp","whisker","WhiskerControl main port",,,,,5.79526829111789e-09
"5720",3234,"tcp","alchemy","Alchemy Server",,,,,8.09001951308983e-07
"5721",3234,"udp","alchemy","Alchemy Server",,,,,4.73802578966057e-07
"5722",3235,"tcp","mdap-port","MDAP port",,,,,1.16539601136747e-05
"5723",3235,"udp","mdap-port","MDAP Port",,,,,5.210608704221e-09
"5724",3236,"tcp","apparenet-ts","appareNet Test Server",,,,,1.68164453252113e-06
"5725",3236,"udp","apparenet-ts","appareNet Test Server",,,,,4.23775872792925e-09
"5726",3237,"tcp","apparenet-tps","appareNet Test Packet Sequencer",,,,,2.85672713022272e-06
"5727",3237,"udp","apparenet-tps","appareNet Test Packet Sequencer",,,,,6.01544477178359e-08
"5728",3238,"tcp","apparenet-as","appareNet Analysis Server",,,,,1.726767040076e-06
"5729",3238,"udp","apparenet-as","appareNet Analysis Server",,,,,9.71826699221617e-09
"5730",3239,"tcp","apparenet-ui","appareNet User Interface",,,,,2.23807272366918e-06
"5731",3239,"udp","apparenet-ui","appareNet User Interface",,,,,1.65516048469801e-07
"5732",3240,"tcp","triomotion","Trio Motion Control Port",,,,,1.11142125667054e-06
"5733",3240,"udp","triomotion","Trio Motion Control Port",,,,,1.45976613743124e-09
"5734",3241,"tcp","sysorb","SysOrb Monitoring Server",,,,,4.37766501650453e-06
"5735",3241,"udp","sysorb","SysOrb Monitoring Server",,,,,2.87156104580547e-09
"5736",3242,"tcp","sdp-id-port","Session Description ID",,,,,2.61408357820081e-06
"5737",3242,"udp","sdp-id-port","Session Description ID",,,,,7.16040176508599e-09
"5738",3243,"tcp","timelot","Timelot Port",,,,,3.14613215221749e-06
"5739",3243,"udp","timelot","Timelot Port",,,,,1.33140626172988e-09
"5740",3244,"tcp","onesaf","OneSAF",,,,,4.67362793472538e-06
"5741",3244,"udp","onesaf","OneSAF",,,,,8.63637661131382e-09
"5742",3245,"tcp","vieo-fe","VIEO Fabric Executive",,,,,1.03483928259016e-06
"5743",3245,"udp","vieo-fe","VIEO Fabric Executive",,,,,6.9695073810644e-08
"5744",3246,"tcp","dvt-system","DVT SYSTEM PORT",,,,,2.13321301985466e-06
"5745",3246,"udp","dvt-system","DVT SYSTEM PORT",,,,,5.57780144813355e-08
"5746",3247,"tcp","dvt-data","DVT DATA LINK",,,,,3.81816642111036e-06
"5747",3247,"udp","dvt-data","DVT DATA LINK",,,,,3.83908998133391e-09
"5748",3248,"tcp","procos-lm","PROCOS LM",,,,,7.45573270738847e-06
"5749",3248,"udp","procos-lm","PROCOS LM",,,,,5.56283704425708e-08
"5750",3249,"tcp","ssp","State Sync Protocol",,,,,1.37988929304712e-06
"5751",3249,"udp","ssp","State Sync Protocol",,,,,1.46361365921655e-09
"5752",3250,"tcp","hicp","HMS hicp port",,,,,1.2275747467169e-06
"5753",3250,"udp","hicp","HMS hicp port",,,,,3.84039977598285e-09
"5754",3251,"tcp","sysscanner","Sys Scanner",,,,,1.14834043847026e-06
"5755",3251,"udp","sysscanner","Sys Scanner",,,,,7.35809889507157e-09
"5756",3252,"tcp","dhe","DHE port",,,,,1.94238740005196e-06
"5757",3252,"udp","dhe","DHE port",,,,,1.87723043725493e-08
"5758",3253,"tcp","pda-data","PDA Data",,,,,1.00218757548449e-06
"5759",3253,"udp","pda-data","PDA Data",,,,,5.67182014535444e-09
"5760",3254,"tcp","pda-sys","PDA System",,,,,2.45000150928628e-06
"5761",3254,"udp","pda-sys","PDA System",,,,,3.19966460563418e-09
"5762",3255,"tcp","semaphore","Semaphore Connection Port",,,,,1.1469843098345e-06
"5763",3255,"udp","semaphore","Semaphore Connection Port",,,,,3.70808595768305e-08
"5764",3256,"tcp","cpqrpm-agent","Compaq RPM Agent Port",,,,,2.38339067442773e-06
"5765",3256,"udp","cpqrpm-agent","Compaq RPM Agent Port",,,,,5.1789280461233e-09
"5766",3257,"tcp","cpqrpm-server","Compaq RPM Server Port",,,,,2.19317083465067e-06
"5767",3257,"udp","cpqrpm-server","Compaq RPM Server Port",,,,,1.08709904128968e-05
"5768",3258,"tcp","ivecon-port","Ivecon Server Port",,,,,3.29370516005252e-06
