"id","port_number","transport_protocol","service_name","description","registration_date","modification_date","reference","assignment_notes","traffic"
"10285",9966,"udp","odnsp","OKI Data Network Setting Protocol",,,,,2.21905818914855e-07
"10286",9978,"tcp","xybrid-rt","XYBRID RT Server",2013-01-24,,,,7.47883412866578e-07
"10287",9979,"tcp","visweather","Valley Information Systems Weather station data",2017-05-12,,,,9.17003525040201e-07
"10288",9981,"tcp","pumpkindb","Event sourcing database engine with a built-in programming language",2017-04-18,,,,1.14639760369347e-06
"10289",9987,"tcp","dsm-scm-target","DSM/SCM Target Interface",,,,,9.33463706220608e-06
"10290",9987,"udp","dsm-scm-target","DSM/SCM Target Interface",,,,,2.40636930245661e-06
"10291",9988,"tcp","nsesrvr","Software Essentials Secure HTTP server",2009-02-05,,,,9.35356122089591e-07
"10292",9990,"tcp","osm-appsrvr","OSM Applet Server",,,,,1.64728706347032e-06
"10293",9990,"udp","osm-appsrvr","OSM Applet Server",,,,,5.72711705588832e-06
"10294",9991,"tcp","osm-oev","OSM Event Server",,,,,2.43754053229694e-06
"10295",9991,"udp","osm-oev","OSM Event Server",,,,,5.439563264907e-07
"10296",9992,"tcp","palace-1","OnLive-1",,,,,6.85473089450605e-07
"10297",9992,"udp","palace-1","OnLive-1",,,,,2.19665537959267e-06
"10298",9993,"tcp","palace-2","OnLive-2",,,,,6.16310201578691e-07
"10299",9993,"udp","palace-2","OnLive-2",,,,,6.58260877664244e-07
"10300",9994,"tcp","palace-3","OnLive-3",,,,,9.9155801886453e-07
"10301",9994,"udp","palace-3","OnLive-3",,,,,3.36937797292144e-07
"10302",9995,"tcp","palace-4","Palace-4",,,,,1.75726921043668e-06
"10303",9995,"udp","palace-4","Palace-4",,,,,1.59983230281682e-08
"10304",9996,"tcp","palace-5","Palace-5",,,,,1.65590019122659e-06
"10305",9996,"udp","palace-5","Palace-5",,,,,6.28566359429629e-08
"10306",9997,"tcp","palace-6","Palace-6",,,,,9.69947577768401e-06
"10307",9997,"udp","palace-6","Palace-6",,,,,3.11483902961297e-08
"10308",9998,"tcp","distinct32","Distinct32",,,,,6.31742971649421e-06
"10309",9998,"udp","distinct32","Distinct32",,,,,6.25652884955046e-08
"10310",9999,"tcp","distinct","distinct",,,,,1.67549966366549e-05
"10311",9999,"udp","distinct","distinct",,,,,3.2747207508089e-07
"10312",10000,"tcp","ndmp","Network Data Management Protocol",,,,,2.76026394687423e-06
"10313",10000,"udp","ndmp","Network Data Management Protocol",,,,,4.86272544421173e-06
"10314",10001,"tcp","scp-config","SCP Configuration",2010-08-06,,,,3.64254935090675e-05
"10315",10001,"udp","scp-config","SCP Configuration",2010-08-06,,,,1.88737978222512e-05
"10316",10002,"tcp","documentum","EMC-Documentum Content Server Product",2007-07-19,,,,2.81358208514069e-06
"10317",10002,"udp","documentum","EMC-Documentum Content Server Product",2007-07-19,,,,2.85212803189572e-06
"10318",10003,"tcp","documentum-s","EMC-Documentum Content Server Product
IANA assigned this well-formed service name as a replacement for ""documentum_s"".",2007-07-19,,,,2.43578671726059e-06
"10319",10003,"udp","documentum-s","EMC-Documentum Content Server Product
IANA assigned this well-formed service name as a replacement for ""documentum_s"".",2007-07-19,,,,1.04323424767505e-07
"10320",10004,"tcp","emcrmirccd","EMC Replication Manager Client",2008-06-09,,,,2.51778837601619e-06
"10321",10005,"tcp","emcrmird","EMC Replication Manager Server",2008-06-09,,,,1.4361982655347e-06
"10322",10006,"tcp","netapp-sync","Sync replication protocol among different NetApp platforms",2014-08-07,,,,2.46325024589542e-06
"10323",10007,"tcp","mvs-capacity","MVS Capacity",,,,,1.77337092538003e-06
"10324",10007,"udp","mvs-capacity","MVS Capacity",,,,,7.20170941386075e-08
"10325",10008,"tcp","octopus","Octopus Multiplexer",,,,,5.17027734363365e-06
"10326",10008,"udp","octopus","Octopus Multiplexer",,,,,1.03358973849405e-06
"10327",10009,"tcp","swdtp-sv","Systemwalker Desktop Patrol",,,,,1.46532613385886e-06
"10328",10009,"udp","swdtp-sv","Systemwalker Desktop Patrol",,,,,2.48535253944128e-07
"10329",10010,"tcp","rxapi","ooRexx rxapi services",2009-07-24,,,,1.54732951171994e-06
"10330",10020,"tcp","abb-hw","Hardware configuration and maintenance",2017-03-28,,,,3.0259295138728e-06
"10331",10050,"tcp","zabbix-agent","Zabbix Agent",,,,,3.52171470389858e-06
"10332",10050,"udp","zabbix-agent","Zabbix Agent",,,,,6.55088456787333e-06
"10333",10051,"tcp","zabbix-trapper","Zabbix Trapper",,,,,3.74623896604312e-06
"10334",10051,"udp","zabbix-trapper","Zabbix Trapper",,,,,1.83007782985488e-08
"10335",10055,"tcp","qptlmd","Quantapoint FLEXlm Licensing Service",2010-07-01,,,,1.10543680491466e-06
"10336",10080,"tcp","amanda","Amanda",,,,,2.14927339440438e-06
"10337",10080,"udp","amanda","Amanda",,,,,8.71344984024821e-08
"10338",10081,"tcp","famdc","FAM Archive Server",,,,,2.28795658036332e-06
"10339",10081,"udp","famdc","FAM Archive Server",,,,,2.52026593445882e-08
"10340",10100,"tcp","itap-ddtp","VERITAS ITAP DDTP",,,,,6.01268478886939e-06
"10341",10100,"udp","itap-ddtp","VERITAS ITAP DDTP",,,,,2.79370603318905e-07
"10342",10101,"tcp","ezmeeting-2","eZmeeting",,,,,5.82717063195896e-06
"10343",10101,"udp","ezmeeting-2","eZmeeting",,,,,6.38613712327654e-07
"10344",10102,"tcp","ezproxy-2","eZproxy",,,,,1.58755739852992e-06
"10345",10102,"udp","ezproxy-2","eZproxy",,,,,3.05412677309813e-07
"10346",10103,"tcp","ezrelay","eZrelay",,,,,2.88360247919753e-06
"10347",10103,"udp","ezrelay","eZrelay",,,,,3.04501060233414e-08
"10348",10104,"tcp","swdtp","Systemwalker Desktop Patrol",,,,,1.34493128314928e-06
"10349",10104,"udp","swdtp","Systemwalker Desktop Patrol",,,,,6.78462659172944e-07
"10350",10107,"tcp","bctp-server","VERITAS BCTP, server",,,,,2.82224555812883e-06
"10351",10107,"udp","bctp-server","VERITAS BCTP, server",,,,,3.12100325068402e-08
"10352",10110,"tcp","nmea-0183","NMEA-0183 Navigational Data",2009-02-18,,,,2.60333114647025e-06
"10353",10110,"udp","nmea-0183","NMEA-0183 Navigational Data",2009-02-18,,,,3.26085166270857e-07
"10354",10111,"udp","nmea-onenet","NMEA OneNet multicast messaging",2011-09-15,,,,4.06493132386064e-08
"10355",10113,"tcp","netiq-endpoint","NetIQ Endpoint",,,,,1.21944616111896e-06
"10356",10113,"udp","netiq-endpoint","NetIQ Endpoint",,,,,1.17297022637985e-08
"10357",10114,"tcp","netiq-qcheck","NetIQ Qcheck",2010-09-14,,,,1.16834321305432e-06
"10358",10114,"udp","netiq-qcheck","NetIQ Qcheck",2010-09-14,,,,3.19902714494982e-06
"10359",10115,"tcp","netiq-endpt","NetIQ Endpoint",,,,,2.57235646768958e-06
"10360",10115,"udp","netiq-endpt","NetIQ Endpoint",,,,,1.84466566776907e-08
"10361",10116,"tcp","netiq-voipa","NetIQ VoIP Assessor",,,,,1.40547048304556e-06
"10362",10116,"udp","netiq-voipa","NetIQ VoIP Assessor",,,,,3.80429610507763e-07
"10363",10117,"tcp","iqrm","NetIQ IQCResource Managament Svc",2010-09-14,,,,3.58915439318407e-06
"10364",10117,"udp","iqrm","NetIQ IQCResource Managament Svc",2010-09-14,,,,1.30354856676886e-08
"10365",10125,"tcp","cimple","HotLink CIMple REST API",2014-12-18,,,,1.74341002765846e-06
"10366",10128,"tcp","bmc-perf-sd","BMC-PERFORM-SERVICE DAEMON",,,,,1.70377867044941e-06
"10367",10128,"udp","bmc-perf-sd","BMC-PERFORM-SERVICE DAEMON",,,,,4.17365819637933e-07
"10368",10129,"tcp","bmc-gms","BMC General Manager Server",2009-07-28,,,,9.40639506259052e-07
"10369",10160,"tcp","qb-db-server","QB Database Server",,,,,2.24880567220433e-06
"10370",10160,"udp","qb-db-server","QB Database Server",,,,,9.52442065850256e-07
"10371",10161,"tcp","snmptls","SNMP-TLS",,,"[RFC6353]",,2.78623774781901e-06
"10372",10161,"udp","snmpdtls","SNMP-DTLS",,,"[RFC6353]",,4.72021340104223e-08
"10373",10162,"tcp","snmptls-trap","SNMP-Trap-TLS",,,"[RFC6353]",,1.12506923506144e-06
"10374",10162,"udp","snmpdtls-trap","SNMP-Trap-DTLS",,,"[RFC6353]",,2.24213644343299e-06
"10375",10200,"tcp","trisoap","Trigence AE Soap Service",,,,,3.69481896581101e-06
"10376",10200,"udp","trisoap","Trigence AE Soap Service",,,,,1.59813914764514e-06
"10377",10201,"tcp","rsms","Remote Server Management Service",2009-03-06,,,,2.0856077965407e-06
"10378",10201,"udp","rscs","Remote Server Control and Test Service",2009-03-06,,,,1.42734053362752e-08
"10379",10252,"tcp","apollo-relay","Apollo Relay Port",,,,,6.99857991056462e-07
"10380",10252,"udp","apollo-relay","Apollo Relay Port",,,,,1.40525166547684e-07
"10381",10253,"udp","eapol-relay","Relay of EAPOL frames",2015-06-26,,,,3.7599415464985e-07
"10382",10260,"tcp","axis-wimp-port","Axis WIMP Port",,,,,2.1376360326634e-06
"10383",10260,"udp","axis-wimp-port","Axis WIMP Port",,,,,3.00758960545908e-06
"10384",10261,"tcp","tile-ml","Tile remote machine learning",2016-09-27,,,,3.13087918420733e-06
"10385",10288,"tcp","blocks","Blocks",,,,,1.04138792839153e-06
"10386",10288,"udp","blocks","Blocks",,,,,1.83126442194545e-06
"10387",10321,"tcp","cosir","Computer Op System Information Report",2009-01-13,,,,1.05938246032847e-06
"10388",10439,"udp","bngsync","BalanceNG session table synchronization protocol",2014-05-02,,,,1.15871802334442e-08
"10389",10500,"udp","hip-nat-t","HIP NAT-Traversal",,,"[RFC5770]",,2.31467237997733e-07
"10390",10540,"tcp","MOS-lower","MOS Media Object Metadata Port",2007-09-17,,,,1.5606401361263e-06
"10391",10540,"udp","MOS-lower","MOS Media Object Metadata Port",2007-09-17,,,,1.23936830146988e-06
"10392",10541,"tcp","MOS-upper","MOS Running Order Port",2007-09-17,,,,9.13709718944099e-07
"10393",10541,"udp","MOS-upper","MOS Running Order Port",2007-09-17,,,,3.1655935723003e-08
"10394",10542,"tcp","MOS-aux","MOS Low Priority Port",2007-09-17,,,,2.48397463546948e-06
"10395",10542,"udp","MOS-aux","MOS Low Priority Port",2007-09-17,,,,1.83589577396571e-07
"10396",10543,"tcp","MOS-soap","MOS SOAP Default Port",2007-09-17,,,,2.90800730987593e-06
"10397",10543,"udp","MOS-soap","MOS SOAP Default Port",2007-09-17,,,,8.2407613234941e-08
"10398",10544,"tcp","MOS-soap-opt","MOS SOAP Optional Port",2007-09-17,,,,2.13154245864075e-06
"10399",10544,"udp","MOS-soap-opt","MOS SOAP Optional Port",2007-09-17,,,,1.09123085400286e-07
"10400",10548,"tcp","serverdocs","Apple Document Sharing Service",2015-09-29,,,,1.18706427171119e-06
"10401",10631,"tcp","printopia","Printopia Serve",2011-10-24,2015-04-09,,,5.34336596987247e-06
"10402",10800,"tcp","gap","Gestor de Acaparamiento para Pocket PCs",,,,,1.18108800617187e-06
"10403",10800,"udp","gap","Gestor de Acaparamiento para Pocket PCs",,,,,2.0618811939045e-07
"10404",10805,"tcp","lpdg","LUCIA Pareja Data Group",,,,,1.93709803994442e-06
"10405",10805,"udp","lpdg","LUCIA Pareja Data Group",,,,,1.1366258807071e-06
"10406",10809,"tcp","nbd","Linux Network Block Device",2010-08-02,,,,3.05925920343418e-06
"10407",10810,"udp","nmc-disc","Nuance Mobile Care Discovery",2011-03-21,,,,2.74252335137508e-07
"10408",10860,"tcp","helix","Helix Client/Server",2009-03-06,,,,8.10040291017778e-07
"10409",10860,"udp","helix","Helix Client/Server",2009-03-06,,,,2.56956578646342e-07
"10410",10880,"tcp","bveapi","BVEssentials HTTP API",2012-11-19,,,,9.58055272685019e-07
"10411",10880,"udp","bveapi","BVEssentials HTTP API",2012-11-19,,,,3.76176216106198e-07
"10412",10933,"tcp","octopustentacle","Listen port used by the Octopus Deploy Tentacle deployment agent",2015-01-28,,,,9.89488297731025e-07
"10413",10990,"tcp","rmiaux","Auxiliary RMI Port",,,,,1.17931618145908e-06
"10414",10990,"udp","rmiaux","Auxiliary RMI Port",,,,,1.48579863354928e-06
"10415",11000,"tcp","irisa","IRISA",,,,,1.43329576059029e-06
"10416",11000,"udp","irisa","IRISA",,,,,1.63788920499436e-07
"10417",11001,"tcp","metasys","Metasys",,,,,1.89440662586699e-05
"10418",11001,"udp","metasys","Metasys",,,,,3.12792878989559e-08
"10419",10023,"udp","cefd-vmp","Comtech EF-Data's Vipersat Management Protocol",2014-01-23,,,,1.83886491471298e-07
"10420",11095,"tcp","weave","Nest device-to-device and device-to-service application protocol",2014-01-16,,,,2.75485842435366e-06
"10421",11095,"udp","weave","Nest device-to-device and device-to-service application protocol",2014-01-16,,,,7.44118899318218e-09
"10422",11103,"tcp","origo-sync","OrigoDB Server Sync Interface",2013-03-29,,,,7.21886035618099e-07
"10423",11104,"tcp","netapp-icmgmt","NetApp Intercluster Management",2010-07-06,,,,1.39921056510235e-06
"10424",11105,"tcp","netapp-icdata","NetApp Intercluster Data",2010-07-06,,,,1.31050120235758e-06
"10425",11106,"tcp","sgi-lk","SGI LK Licensing service",2009-01-06,,,,2.627198388307e-06
"10426",11106,"udp","sgi-lk","SGI LK Licensing service",2009-01-06,,,,1.61825947629904e-07
"10427",11108,"udp","myq-termlink","Hardware Terminals Discovery and Low-Level Communication Protocol",2013-04-23,,,,4.39175374079516e-07
"10428",11109,"tcp","sgi-dmfmgr","Data migration facility Manager (DMF) is a browser based interface to DMF",2013-01-07,,,,7.09065028824349e-07
"10429",11110,"tcp","sgi-soap","Data migration facility (DMF) SOAP is a web server protocol to support remote access to DMF",2013-01-07,,,,3.24506798227868e-06
"10430",11111,"tcp","vce","Viral Computing Environment (VCE)",,,,,4.37763243536261e-06
"10431",11111,"udp","vce","Viral Computing Environment (VCE)",,,,,4.8576436046942e-08
"10432",11112,"tcp","dicom","DICOM",,,,,1.31472095140906e-06
"10433",11112,"udp","dicom","DICOM",,,,,1.72140171187874e-07
"10434",11161,"tcp","suncacao-snmp","sun cacao snmp access point",,,,,9.51975205919696e-07
"10435",11161,"udp","suncacao-snmp","sun cacao snmp access point",,,,,6.61728231551476e-07
"10436",11162,"tcp","suncacao-jmxmp","sun cacao JMX-remoting access point",,,,,1.21747860396815e-06
"10437",11162,"udp","suncacao-jmxmp","sun cacao JMX-remoting access point",,,,,2.28547541998538e-07
"10438",11163,"tcp","suncacao-rmi","sun cacao rmi registry access point",,,,,1.13131983709019e-05
"10439",11163,"udp","suncacao-rmi","sun cacao rmi registry access point",,,,,8.77128546025928e-09
"10440",11164,"tcp","suncacao-csa","sun cacao command-streaming access point",,,,,7.93719512919208e-07
"10441",11164,"udp","suncacao-csa","sun cacao command-streaming access point",,,,,1.19632640271654e-06
"10442",11165,"tcp","suncacao-websvc","sun cacao web service access point",,,,,1.89859678993182e-06
"10443",11165,"udp","suncacao-websvc","sun cacao web service access point",,,,,9.84417100294948e-09
"10444",11171,"udp","snss","Surgical Notes Security Service Discovery (SNSS)",2010-12-24,,,,1.49702979522443e-08
"10445",11172,"tcp","oemcacao-jmxmp","OEM cacao JMX-remoting access point",2010-09-22,,,,3.15577567905248e-06
"10446",11173,"tcp","t5-straton","Straton Runtime Programing",2012-03-01,,,,7.28854552466959e-07
"10447",11174,"tcp","oemcacao-rmi","OEM cacao rmi registry access point",2010-09-22,,,,9.57501229548069e-07
"10448",11175,"tcp","oemcacao-websvc","OEM cacao web service access point",2010-09-22,,,,8.91663828430355e-07
"10449",11201,"tcp","smsqp","smsqp",,,,,7.55668267417271e-06
"10450",11201,"udp","smsqp","smsqp",,,,,1.23955691189976e-08
"10451",11202,"tcp","dcsl-backup","DCSL Network Backup Services",2012-04-17,,,"Defined TXT keys: DCSL-Service",9.7856903090692e-07
"10452",11208,"tcp","wifree","WiFree Service",,,,,1.00688490841024e-06
"10453",11208,"udp","wifree","WiFree Service",,,,,2.98559995425311e-07
"10454",11211,"tcp","memcache","Memory cache service",2009-02-09,,,,2.12935141777778e-06
"10455",11211,"udp","memcache","Memory cache service",2009-02-09,,,,9.67610797691982e-09
"10456",11319,"tcp","imip","IMIP",,,,,1.11816015014482e-06
"10457",11319,"udp","imip","IMIP",,,,,2.97753161920911e-08
"10458",11320,"tcp","imip-channels","IMIP Channels Port",,,,,3.39984453324009e-06
"10459",11320,"udp","imip-channels","IMIP Channels Port",,,,,9.91607709199069e-07
"10460",11321,"tcp","arena-server","Arena Server Listen",,,,,7.92432394089081e-07
"10461",11321,"udp","arena-server","Arena Server Listen",,,,,8.15351262737058e-08
"10462",11367,"tcp","atm-uhas","ATM UHAS",,,,,2.23792520804672e-06
"10463",11367,"udp","atm-uhas","ATM UHAS",,,,,3.20527069045991e-06
"10464",11371,"tcp","hkp","OpenPGP HTTP Keyserver",,,,,1.9618813194145e-06
"10465",11371,"udp","hkp","OpenPGP HTTP Keyserver",,,,,4.94535891516166e-08
"10466",11430,"udp","lsdp","Lenbrook Service Discovery Protocol",2014-03-27,,,,5.71014801130018e-07
"10467",11489,"tcp","asgcypresstcps","ASG Cypress Secure Only",2010-07-01,,,,2.58499819634062e-06
"10468",11600,"tcp","tempest-port","Tempest Protocol Port",,,,,2.3349732965686e-06
"10469",11600,"udp","tempest-port","Tempest Protocol Port",,,,,3.60309691164687e-07
"10470",11623,"tcp","emc-xsw-dconfig","EMC XtremSW distributed config",2013-09-18,,,,2.58291275767131e-06
"10471",11720,"tcp","h323callsigalt","H.323 Call Control Signalling Alternate",,2013-01-31,,,1.33504118747142e-06
"10472",11720,"udp","h323callsigalt","H.323 Call Control Signalling Alternate",,2013-01-31,,,1.77433051368549e-07
"10473",11723,"tcp","emc-xsw-dcache","EMC XtremSW distributed cache",2013-09-18,,,,1.08874568237881e-06
"10474",11723,"udp","emc-xsw-dcache","EMC XtremSW distributed cache",2013-09-18,,,,3.78692740939689e-08
"10475",11751,"tcp","intrepid-ssl","Intrepid SSL",,,,,2.55196599388912e-06
"10476",11751,"udp","intrepid-ssl","Intrepid SSL",,,,,1.04140954000325e-08
"10477",11796,"tcp","lanschool","LanSchool",2012-05-18,,,,3.3924619575575e-06
"10478",11796,"udp","lanschool-mpt","Lanschool Multipoint",2012-05-18,,,,2.59676801106557e-06
"10479",11876,"tcp","xoraya","X2E Xoraya Multichannel protocol",2010-09-13,,,,1.56266990852298e-06
"10480",11876,"udp","xoraya","X2E Xoraya Multichannel protocol",2010-09-13,,,,5.33801324844872e-07
"10481",11877,"udp","x2e-disc","X2E service discovery protocol",2010-09-13,,,,3.78315356356155e-08
"10482",11967,"tcp","sysinfo-sp","SysInfo Service Protocol",,,,,1.13021181630602e-06
"10483",11967,"udp","sysinfo-sp","SysInfo Sercice Protocol",,,,,7.68710293872018e-09
"10484",12000,"tcp","entextxid","IBM Enterprise Extender SNA XID Exchange",,,,,3.99110294744544e-06
"10485",12000,"udp","entextxid","IBM Enterprise Extender SNA XID Exchange",,,,,6.52114011372521e-10
"10486",12001,"tcp","entextnetwk","IBM Enterprise Extender SNA COS Network Priority",,,,,9.65991809642403e-07
"10487",12001,"udp","entextnetwk","IBM Enterprise Extender SNA COS Network Priority",,,,,2.84880336375901e-10
"10488",12002,"tcp","entexthigh","IBM Enterprise Extender SNA COS High Priority",,,,,1.47616271989569e-06
"10489",12002,"udp","entexthigh","IBM Enterprise Extender SNA COS High Priority",,,,,0
"10490",12003,"tcp","entextmed","IBM Enterprise Extender SNA COS Medium Priority",,,,,1.02453512807856e-06
"10491",12003,"udp","entextmed","IBM Enterprise Extender SNA COS Medium Priority",,,,,3.92283497676335e-10
"10492",12004,"tcp","entextlow","IBM Enterprise Extender SNA COS Low Priority",,,,,9.09103408560307e-06
"10493",12004,"udp","entextlow","IBM Enterprise Extender SNA COS Low Priority",,,,,2.50498226813659e-11
"10494",12005,"tcp","dbisamserver1","DBISAM Database Server - Regular",,,,,6.09232677070085e-06
"10495",12005,"udp","dbisamserver1","DBISAM Database Server - Regular",,,,,1.64312101599968e-08
"10496",12006,"tcp","dbisamserver2","DBISAM Database Server - Admin",,,,,7.90313473794033e-07
"10497",12006,"udp","dbisamserver2","DBISAM Database Server - Admin",,,,,2.44664728891194e-07
"10498",12007,"tcp","accuracer","Accuracer Database System Server",,,,,7.45115407460287e-07
"10499",12007,"udp","accuracer","Accuracer Database System Server",,,,,1.01044926896371e-08
"10500",12008,"tcp","accuracer-dbms","Accuracer Database System Admin",,,,,2.2426729680665e-06
"10501",12008,"udp","accuracer-dbms","Accuracer Database System Admin",,,,,1.96874398848321e-06
"10502",12009,"udp","ghvpn","Green Hills VPN",2012-02-07,,,,1.19776627634769e-08
